0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
0.105556,0.105556,0.105556,0.105556,0.105556,0.105556,0.0500002,0.105556,0.105556,0.105556,
0.112037,0.112037,0.112037,0.112037,0.112037,0.112037,0.0333336,0.112037,0.0703705,0.112037,
0.119742,0.0840278,0.119742,0.119742,0.119742,0.119742,0.0250002,0.119742,0.0527779,0.119742,
0.129127,0.0672223,0.129127,0.129127,0.0957937,0.129127,0.0200002,0.129127,0.0422223,0.129127,
0.140939,0.0560186,0.107606,0.140939,0.0798281,0.140939,0.0166668,0.140939,0.0351853,0.140939,
0.120805,0.0480159,0.0922336,0.156519,0.0684241,0.156519,0.0142858,0.156519,0.0301588,0.156519,
0.111854,0.0457639,0.0826008,0.171416,0.0600652,0.171416,0.0125001,0.171416,0.026389,0.146579,
0.0994259,0.0457263,0.0769534,0.18255,0.0555287,0.18255,0.0111112,0.18255,0.0234569,0.140147,
0.0894834,0.0456962,0.0724355,0.191458,0.0518995,0.191458,0.0100001,0.191458,0.0211112,0.135001,
0.0813485,0.0486183,0.0719077,0.184447,0.0523027,0.198015,0.0111576,0.198015,0.0211553,0.133034,
0.0745695,0.0524773,0.0729712,0.169076,0.054215,0.203586,0.0139366,0.203586,0.0230145,0.132567,
0.0688334,0.0572263,0.0754621,0.15607,0.0575227,0.208006,0.0182994,0.198654,0.0266099,0.133316,
0.0639167,0.0620527,0.078374,0.144922,0.0611538,0.212204,0.0228976,0.195123,0.0247092,0.134647,
0.0596556,0.0581198,0.0822148,0.135261,0.0656086,0.217339,0.0281599,0.193419,0.0230619,0.137161,
0.0559271,0.0560924,0.0770764,0.12803,0.0707422,0.222837,0.0340374,0.193105,0.0216205,0.140532,
0.0526373,0.0557406,0.0733573,0.123093,0.0666408,0.228803,0.040549,0.194076,0.0203487,0.144754,
0.049713,0.0554279,0.0700514,0.118705,0.0629951,0.234106,0.0463371,0.19494,0.0192182,0.148506,
0.0470965,0.0525106,0.0675721,0.115233,0.0602226,0.23907,0.0518852,0.196028,0.0182068,0.152176,
0.0447417,0.0498851,0.0653408,0.112107,0.0577273,0.243538,0.0568785,0.197007,0.0172964,0.155478,
0.0426111,0.0475096,0.0644808,0.110352,0.056665,0.247855,0.0621822,0.192811,0.0164728,0.15906,
0.0406743,0.0453501,0.0646887,0.109715,0.0567021,0.252453,0.0616689,0.189919,0.015724,0.163105,
0.0389058,0.0433783,0.0658355,0.109993,0.0577342,0.256608,0.0622221,0.188021,0.0150404,0.162262,
0.0372848,0.0415709,0.0674514,0.110811,0.0553286,0.260957,0.0632955,0.186839,0.0144137,0.162049,
0.0357934,0.0401359,0.0695831,0.11212,0.0531154,0.261908,0.0649862,0.186206,0.0138371,0.162314,
0.0344167,0.0394797,0.0721364,0.113898,0.0510725,0.263254,0.0671433,0.18617,0.0133049,0.159124,
0.033142,0.0394848,0.075065,0.112168,0.049181,0.264996,0.0697115,0.186681,0.0128122,0.156759,
0.0319584,0.0398658,0.07818,0.108162,0.0474466,0.267037,0.0724892,0.187558,0.0123546,0.154948,
0.0308564,0.0402249,0.0810837,0.104432,0.0458105,0.268939,0.075079,0.188379,0.0119286,0.153266,
0.0298278,0.0411889,0.0841837,0.100951,0.0442835,0.268479,0.0779176,0.189431,0.0115309,0.152207,
0.0288656,0.0426216,0.0874793,0.0976949,0.042855,0.265909,0.0809865,0.19075,0.011159,0.151678,
0.0279636,0.0439648,0.0905688,0.094642,0.0415158,0.2635,0.0838635,0.191988,0.0108103,0.151183,
0.0271162,0.0456951,0.0939044,0.091774,0.0402578,0.259028,0.087004,0.193568,0.0104827,0.151169,
0.0263187,0.0478606,0.097684,0.0891705,0.0390737,0.251646,0.0905865,0.195741,0.0101744,0.151744,
0.0259015,0.0502673,0.101523,0.0871817,0.0379573,0.245148,0.0942513,0.198025,0.00988367,0.149861,
0.0258461,0.0502858,0.105455,0.0856408,0.0369029,0.239347,0.0980208,0.200483,0.00960912,0.148409,
0.0259602,0.0504636,0.10929,0.0843479,0.0359056,0.232879,0.101705,0.202914,0.00934941,0.147186,
0.0252771,0.0507707,0.11305,0.083263,0.0349607,0.22675,0.105323,0.20534,0.00910338,0.146163,
0.0246289,0.0514633,0.115019,0.0826527,0.0340643,0.220936,0.108991,0.207825,0.00886996,0.14555,
0.0240132,0.0521213,0.116889,0.082073,0.0332126,0.215413,0.112476,0.210186,0.00864821,0.144968,
0.0234275,0.0531024,0.118931,0.0818919,0.0324026,0.210159,0.114315,0.212601,0.00843728,0.144732,
