0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
0.018314,0.0644782,0.128809,0.0841834,0.0359356,0.171549,0.124458,0.209613,0.00853707,0.154123,
0.0486843,0.121728,0.105349,0.122824,0.111651,0.0866236,0.145921,0.160634,0.0043108,0.0922747,
0.0507199,0.149876,0.0704652,0.124096,0.165241,0.0579403,0.16591,0.151148,0.00288338,0.0617202,
0.0395885,0.194814,0.0529365,0.0940509,0.193726,0.0435273,0.198325,0.134499,0.00216612,0.0463669,
0.0317023,0.2221,0.0423914,0.0758012,0.203996,0.0348565,0.220558,0.129396,0.00173462,0.0374641,
0.0264362,0.23714,0.0353496,0.0698545,0.182203,0.0290664,0.232873,0.146842,0.00144648,0.0387889,
0.0226703,0.23028,0.0371686,0.0759034,0.168203,0.0249259,0.242596,0.155015,0.00124043,0.0419977,
0.0198436,0.218928,0.0465386,0.0753597,0.159486,0.0218179,0.241951,0.163762,0.00108576,0.0512271,
0.0177989,0.209334,0.0565189,0.0670049,0.160764,0.0193991,0.241629,0.166258,0.00096539,0.0603276,
0.019973,0.200936,0.0695455,0.0603178,0.1653,0.0174631,0.233403,0.166844,0.000869044,0.0653481,
0.0238555,0.191144,0.0802581,0.0548443,0.170332,0.0158784,0.225548,0.167558,0.000790183,0.069791,
0.0293897,0.182584,0.0891249,0.0502816,0.175667,0.0145574,0.214342,0.170321,0.000724444,0.0730083,
0.0346034,0.174032,0.0956791,0.0464197,0.178943,0.0134393,0.206065,0.175895,0.000691956,0.0742311,
0.0422012,0.168197,0.104167,0.0431087,0.179049,0.0124807,0.196683,0.180959,0.000642601,0.072511,
0.0447661,0.166339,0.110973,0.0402387,0.179389,0.0116498,0.189375,0.188935,0.000599818,0.0677343,
0.0506901,0.16354,0.115326,0.0377269,0.179823,0.0109226,0.179055,0.198289,0.000562376,0.0640656,
0.0577576,0.159035,0.118382,0.0355103,0.181224,0.0102808,0.168535,0.203254,0.000529334,0.0654925,
0.0633569,0.155338,0.117551,0.0335397,0.182564,0.00971031,0.159182,0.209029,0.000499959,0.0692284,
0.0676676,0.151215,0.118714,0.0317763,0.182542,0.00919978,0.150813,0.214595,0.000473673,0.0730037,
0.0737732,0.145825,0.11965,0.0302239,0.182462,0.00874025,0.14328,0.220144,0.000450013,0.0754514,
0.0804702,0.141557,0.119039,0.0287861,0.181966,0.00832444,0.136464,0.225454,0.000428605,0.077511,
0.0846632,0.140856,0.116852,0.0274788,0.182079,0.0079464,0.130266,0.231447,0.00040914,0.078002,
0.088145,0.14094,0.113343,0.0262851,0.181696,0.00760121,0.124608,0.238777,0.000391367,0.0782122,
0.0928931,0.141242,0.111494,0.0251908,0.180017,0.00728475,0.11942,0.242292,0.000375074,0.0797918,
0.0987412,0.140703,0.108658,0.024184,0.177571,0.0069936,0.114647,0.248187,0.000360083,0.0799556,
0.104461,0.141378,0.106337,0.0232545,0.171505,0.00672482,0.110241,0.254742,0.000346244,0.081011,
0.107939,0.140885,0.106204,0.0223939,0.165157,0.00647594,0.106161,0.260943,0.00033343,0.0835064,
0.111404,0.141261,0.104153,0.0215947,0.159263,0.00624482,0.102372,0.266813,0.00032153,0.0865724,
